,CORN,SOYABEAN,WHEAT_SRW,WHEAT_HRW
2010-01-04,4.2625,4.175000000000001,15.555000000000003,13.917500000000002
2010-01-05,4.265,4.197500000000002,15.502500000000001,13.8775
2010-01-06,4.295000000000001,4.180000000000001,15.645000000000007,14.012500000000003
2010-01-07,4.255,3.8600000000000003,15.547500000000001,13.9075
2010-01-08,4.3075,3.8275000000000006,15.655000000000005,14.007500000000004
2010-01-11,4.305,3.7224999999999997,15.695000000000006,14.067499999999999
2010-01-12,4.005,3.4074999999999998,15.335000000000004,13.7525
2010-01-13,3.9250000000000003,3.5475000000000003,15.3475,13.777500000000002
2010-01-14,3.892499999999999,3.4575000000000022,15.254999999999999,13.682500000000003
2010-01-15,3.8000000000000003,3.3525,15.082500000000007,13.5325
2010-01-18,3.8000000000000003,3.3525,15.082500000000007,13.5325
2010-01-19,3.7775000000000003,3.2525000000000013,14.990000000000006,13.460000000000004
2010-01-20,3.7624999999999997,3.1175000000000015,14.960000000000004,13.460000000000004
2010-01-21,3.8024999999999998,3.16,14.977500000000004,13.445000000000004
2010-01-22,3.73,3.1425,14.970000000000002,13.435000000000002
2010-01-25,3.7624999999999997,3.0450000000000017,14.967500000000005,13.422500000000001
2010-01-26,3.707499999999999,3.120000000000001,14.925000000000008,13.41
2010-01-27,3.6675,2.9350000000000005,14.825000000000001,13.320000000000004
2010-01-28,3.7024999999999997,2.9650000000000016,14.857500000000003,13.362499999999999
2010-01-29,3.6525000000000003,2.797500000000001,14.730000000000006,13.285
2010-02-01,3.6774999999999998,2.7575000000000003,14.742500000000003,13.290000000000004
2010-02-02,3.7375000000000003,2.915000000000001,14.862500000000008,13.405000000000001
2010-02-03,3.6199999999999997,2.74,14.682500000000005,13.245000000000003
2010-02-04,3.6274999999999986,2.797500000000001,14.747500000000006,13.299999999999999
2010-02-05,3.605,2.7925000000000004,14.727500000000004,13.257500000000004
2010-02-08,3.6499999999999995,2.950000000000001,14.837500000000002,13.370000000000003
2010-02-09,3.6774999999999998,2.9025000000000016,14.820000000000006,13.312500000000002
2010-02-10,3.707499999999999,3.0200000000000014,14.965000000000003,13.465000000000002
2010-02-11,3.7250000000000005,3.0625000000000018,14.932500000000001,13.422500000000001
2010-02-12,3.71,3.0825000000000014,14.860000000000001,13.352500000000003
